Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,First_Marriage,Sex,Age,Age_at_Marriage,Age_at_Divorce,Age_of_Spouse,Age_at_Marriage_Spouse,Age_at_Divorce_Spouse,Duration_of_Marriage,Age_Difference,Number_of_Roles,Profession,Spouse_is_Celebrity,Married,Divorced,Alive_or_Dead,Alive_or_Dead_Spouse,Latitude,Longitude,Latitude_Spouse,Longitude_Spouse,Distance
Geraldine McGee,1936-05-16,"Los Angeles, California, U.S.",1982-11-09,"Los Angeles, California, U.S.",Frank Lawrence Rosenthal,1969-01-01,1981-01-01,1.0,1.0,3.0,0.0,1929-06-12,"Chicago, Illinois, US",2008-10-13,"Miami Beach, Florida, US",1.0,1.0,2.0,0,F,46.0,33.0,45.0,79.0,40.0,52.0,12.0,7.0,1,model,0,1,1,1,1,34.0549076,-118.242643,41.8781136,-87.6297982,2803.7479217041505
Caitlin Maureen McHugh,1986-05-13,"Santa Monica, California, U.S.",,,Massimo Lusardi​ ​,2011-01-01,2014-01-01,2.0,1.0,1.0,0.0,,,,,,,,0,F,37.0,25.0,28.0,,,,3.0,,1,model,0,1,1,0,0,34.0194543,-118.4911912,,,
Kristen McMenamy,1964-12-13,"Easton, Pennsylvania, U.S.",,,Miles Aldridge ​,1997-01-01,2013-01-01,2.0,1.0,4.0,0.0,1964-09-29,"North London, England",,,1.0,1.0,3.0,1,F,59.0,33.0,49.0,59.0,33.0,49.0,16.0,0.0,2,"model, actor/actress",0,1,1,0,0,40.688432,-75.2207323,51.5072178,-0.1275862,5651.581610123715
Beverly Eileen Michaels,1927-12-29,"The Bronx, New York City, U.S.",2007-06-09,"Phoenix, Arizona, U.S.",Voldemar Vetluguin​ ​,1949-01-01,1952-01-01,2.0,1.0,2.0,1.0,,,,,,,,0,F,80.0,22.0,25.0,,,,3.0,,2,"model, actor/actress",0,1,1,1,0,40.8447819,-73.8648268,,,
Geneva Leona Mercadel,1946-01-01,"New Orleans, Louisiana",,,Albert Hubbard​ ​,1966-01-01,1968-01-01,3.0,3.0,2.0,0.0,,,,,,,,0,F,77.0,20.0,22.0,,,,2.0,,3,"model, actor/actress, dancer",0,1,1,0,0,29.95106579999999,-90.0715323,,,
Christa Miller,1964-05-28,,,,William Van Duzer Lawrence IV,1999-01-01,,1.0,0.0,3.0,0.0,1968-12-26,"Ridgefield, Connecticut, U.S.",,,1.0,0.0,3.0,0,F,59.0,35.0,,55.0,31.0,,24.0,4.0,2,"model, actor/actress",0,1,0,0,0,,,41.28406349999999,-73.4975412,
Mickey Koren,1928-07-14,"Manhattan, New York, U.S.",2018-09-20,"Perris, California, U.S.",Larry White​ ​,1949-01-01,1976-01-01,1.0,0.0,,1.0,,,,,,,,0,F,90.0,21.0,48.0,,,,27.0,,2,"model, actor/actress",0,1,0,1,0,40.7830603,-73.9712488,,,
Jayne Modean,,,,,David Alan Coulier,1990-01-01,1992-01-01,1.0,1.0,1.0,0.0,1959-09-21,"Detroit, Michigan, U.S.",,,2.0,1.0,1.0,1,F,,,,64.0,31.0,33.0,2.0,,2,"model, actor/actress",1,1,1,0,0,,,42.331427,-83.0457538,
Anna Gennadievna Monzikova,1984-08-25,"Vologda, Russian SFSR, Soviet Union",,,Josh Fritts ​,2010-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,F,39.0,26.0,,,,,13.0,,1,model,0,1,0,0,0,59.21806649999999,39.8978052,,,
Heather Elizabeth Morris,,"Thousand Oaks, California, United States",,,Taylor Hubbell ​,2015-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,,,,,,,8.0,,4,"model, actor/actress, dancer, singer",0,1,0,0,0,34.1705609,-118.8375937,,,
Bridget Moynahan,1971-04-28,"Binghamton, New York, U.S.",,,Andrew Frankel ​ ​,2015-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,F,52.0,44.0,,,,,8.0,,2,"model, actor/actress",0,1,0,0,0,42.09868669999999,-75.91797380000001,,,
Brooks Nader,1997-02-07,"Baton Rouge, Louisiana, U.S.",,,Billy Haire ​,2019-01-01,,1.0,0.0,,0.0,,,,,,,,0,F,26.0,22.0,,,,,4.0,,2,"model, actor/actress",0,1,0,0,0,30.4514677,-91.18714659999999,,,
Diane Neal,1976-11-17,"Alexandria, Virginia, U.S.",,,Marcus O. Fitzgerald​ ​,2005-01-01,2014-01-01,1.0,1.0,,0.0,,,,,,,,0,F,47.0,29.0,38.0,,,,9.0,,2,"model, actor/actress",0,1,1,0,0,38.8048355,-77.0469214,,,
Dixie Kay Nelson,1933-08-15,"Santa Fe, New Mexico, U.S.",2020-08-23,"Los Angeles, California, U.S:",John Russell Mann,1960-01-01,1973-01-01,2.0,2.0,2.0,0.0,1928-08-30,"Baltimore, Maryland, U.S.",2014-06-18,"Anderson, South Carolina, U.S.",2.0,2.0,2.0,0,F,87.0,27.0,40.0,86.0,32.0,45.0,13.0,5.0,2,"model, actor/actress",0,1,1,1,1,35.6869752,-105.937799,39.2903848,-76.6121893,2606.5769125536476
Florence Evelyn Nesbit,1884-12-25,"Natrona, Pennsylvania, U.S.",1967-01-17,"Santa Monica, California, U.S.",Harry Kendall Thaw ​ ​,1905-01-01,1915-01-01,2.0,2.0,1.0,0.0,1871-02-12,"Allegheny City,",1947-02-22,"Miami, Florida, U.S.",1.0,1.0,1.0,1,F,83.0,21.0,31.0,76.0,34.0,44.0,10.0,13.0,1,model,0,1,1,1,1,40.612558,-79.7233897,40.44062479999999,-79.9958864,29.93231351680301
Rachel Emily Nichols,,"Augusta, Maine, U.S.",,,Scott Stuber​ ​,2008-01-01,2009-01-01,2.0,1.0,,0.0,,"Granada Hills, Los Angeles, United States",,,2.0,1.0,3.0,1,F,,,,,,,1.0,,2,"model, actor/actress",0,1,1,0,0,44.3106241,-69.7794897,34.2793576,-118.5021527,4271.807213020029
Julia Nickson,,Singapore,,,David Richard Solberg,1987-01-01,1993-01-01,1.0,1.0,1.0,0.0,1943-08-28,"Chicago, Illinois, US",,,5.0,4.0,6.0,0,F,,,,80.0,44.0,50.0,6.0,,2,"model, actor/actress",1,1,1,0,0,1.352083,103.819836,41.8781136,-87.6297982,15071.861432078778
Chris Noel,1941-07-02,"West Palm Beach, Florida, U.S.",,,Ty Herrington​ ​,1969-01-01,,1.0,0.0,,1.0,,,,,,,,0,F,82.0,28.0,,,,,,,4,"musician, model, writers, actor/actress",0,1,0,0,0,26.7153424,-80.0533746,,,
Mariam Imogene Robertson,1902-12-18,"Louisville, Kentucky, U.S.",1948-10-31,"Los Angeles, California, U.S.",Wallace T. McCreary​ ​,1931-01-01,1932-01-01,1.0,1.0,,0.0,,,,,,,,0,F,46.0,29.0,30.0,,,,1.0,,3,"model, actor/actress, dancer",0,1,1,1,0,38.2526647,-85.7584557,,,
Amabel Ethelreid Normand,1893-11-09,"New York City, U.S.",1930-02-23,"Monrovia, California, U.S.",Louis Joseph Côté,1926-01-01,,1.0,0.0,,0.0,1884-02-22,"Waterville, Maine, U.S.",1934-05-31,"Beverly Hills, California, U.S.",3.0,2.0,,0,F,37.0,33.0,,50.0,42.0,,4.0,9.0,3,"model, actor/actress, director",1,1,0,1,1,40.7127753,-74.0059728,44.5520105,-69.6317121,556.869454176815
Marilyn Pauline Novak,1933-02-13,"Chicago, Illinois, U.S.",,,Richard Keith Johnson,1965-01-01,1966-01-01,2.0,1.0,,1.0,1927-07-30,"Upminster, Essex, England",2015-06-05,"Chelsea, London, England",4.0,3.0,4.0,0,F,90.0,32.0,33.0,88.0,38.0,39.0,1.0,6.0,2,"model, actor/actress",0,1,1,0,1,41.8781136,-87.6297982,51.57424469999999,0.4856781,6387.023246611488
Cheryl Moana Marie Nunes,1971-05-17,"Hillsboro, Oregon, U.S.",,,Antonio Sabàto Jr. ​ ​,2012-01-01,2016-01-01,1.0,1.0,1.0,0.0,1972-02-29,"Rome, Italy",,,2.0,2.0,3.0,0,F,52.0,41.0,45.0,51.0,40.0,44.0,4.0,1.0,2,"model, singer",0,1,1,0,0,45.5214068,-122.9913808,41.9027835,12.4963655,9339.471481468676
Armelia Carol Ohmart,1927-06-03,"Salt Lake City, Utah, U.S.",2002-01-01,"Fort Collins, Colorado, U.S.",Ken Grayson​ ​,1949-01-01,1951-01-01,3.0,2.0,,0.0,,,,,,,,0,F,75.0,22.0,24.0,,,,2.0,,2,"model, actor/actress",0,1,1,1,0,40.7607793,-111.8910474,,,
Melissa Pam Ordway,1983-03-31,"Atlanta, Georgia, U.S.",,,Justin Michael Gaston,2012-01-01,,1.0,0.0,2.0,0.0,1988-08-12,"Pineville, Louisiana, U.S.",,,1.0,0.0,2.0,1,F,40.0,29.0,,35.0,24.0,,11.0,5.0,2,"model, actor/actress",1,1,0,0,0,33.748752,-84.38768449999999,31.3224044,-92.4343035,800.8306721285846
Carré Otis,1968-09-28,"San Francisco, California, U.S.",,,Philip Andre Rourke Jr.,1992-01-01,1998-01-01,2.0,1.0,2.0,0.0,1952-09-16,"Schenectady, New York, U.S.",,,2.0,2.0,,0,F,55.0,24.0,30.0,71.0,40.0,46.0,6.0,16.0,2,"model, actor/actress",1,1,1,0,0,37.7749295,-122.4194155,42.8142432,-73.9395687,4092.662651916583
Natalie Ann Pack,1989-03-30,"Palos Verdes, California, U.S.",,,Aaron O'Connell ​,2018-01-01,,1.0,0.0,,0.0,,,,,,,,0,F,34.0,29.0,,,,,5.0,,1,model,0,1,0,0,0,33.7444613,-118.3870173,,,
Taylour Dominique Paige,1990-10-05,"Santa Monica, California, U.S.",,,"Gary ""Rivington Starchild"" Angulo​ ​",2022-01-01,,1.0,0.0,,0.0,,,,,,,,0,F,33.0,32.0,,,,,1.0,,2,"model, dancer",0,1,0,0,0,34.0194543,-118.4911912,,,
Irina Pantaeva,1967-10-31,"Ulan-Ude, Buryat ASSR, Russian SFSR, Soviet Union",,,Roland Levin​ ​,1994-01-01,2008-01-01,1.0,1.0,2.0,0.0,,,,,,,,0,F,56.0,27.0,41.0,,,,14.0,,2,"model, actor/actress",0,1,1,0,0,51.8335896,107.5840434,,,
Cecilia Ann Renee Parker,1932-10-28,"Long Island City, New York, U.S.",2003-05-03,"Montecito, California, U.S.",Charles Staton​ ​,1950-01-01,1953-01-01,3.0,2.0,4.0,0.0,,,,,,,,0,F,71.0,18.0,21.0,,,,3.0,,2,"model, actor/actress",0,1,1,1,0,40.744679,-73.9485424,,,
Jean Ward Patchett,1926-02-16,"Preston, Maryland, U.S.",2002-01-22,"La Quinta, California, U.S.",Louis Auer ​,1951-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,76.0,25.0,,,,,51.0,,1,model,0,1,0,1,0,38.7126151,-75.9099361,,,
Kristen Pazik,1978-08-11,"Minneapolis, Minnesota, U.S.",,,Andriy Shevchenko ​,2004-01-01,,1.0,0.0,4.0,0.0,,,,,1.0,0.0,4.0,1,F,45.0,26.0,,,,,19.0,,1,model,0,1,0,0,0,44.977753,-93.2650108,,,
Anna Maria Francesca Enriquez Perez de Tagle,1990-12-23,"San Francisco, California, U.S.",,,Scott Kline Jr. ​,2019-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,F,33.0,29.0,,,,,4.0,,2,"model, actor/actress",0,1,0,0,0,37.7749295,-122.4194155,,,
Kenda Rae Perez,1983-05-18,"Laguna Beach, California",,,Cub Swanson ​,2018-01-01,,1.0,0.0,,0.0,,,,,,,,0,F,40.0,35.0,,,,,5.0,,1,model,0,1,0,0,0,33.5427189,-117.7853568,,,
Millie Perkins,1936-05-12,"Passaic, New Jersey, U.S.",,,Robert Dean Stockwell,1960-01-01,1962-01-01,2.0,1.0,2.0,1.0,1936-03-05,"Los Angeles, California, U.S.",2021-11-07,"Whangarei, New Zealand",2.0,2.0,2.0,1,F,87.0,24.0,26.0,85.0,24.0,26.0,2.0,0.0,2,"model, actor/actress",1,1,1,0,1,40.8567662,-74.1284764,34.0549076,-118.242643,3924.250413047645
Elizabeth Rosiland Miller,1911-07-07,"Pensacola, Florida, U.S.",1996-09-16,"Montecito, California, U.S.",Harry Cohn​ ​,1941-01-01,,3.0,2.0,3.0,1.0,1891-07-23,"New York City, U.S.",1958-02-27,"Phoenix, Arizona, U.S.",2.0,1.0,,0,F,85.0,30.0,,67.0,50.0,,17.0,20.0,2,"model, actor/actress",0,1,1,1,1,30.42130899999999,-87.2169149,40.7127753,-74.0059728,1650.913111411929
Bijou Lilly Phillips,1980-04-01,"Greenwich, Connecticut, U.S.",,,Daniel Peter Masterson,2011-01-01,2023-01-01,1.0,1.0,1.0,0.0,1976-03-13,"Nassau County, New York, U.S.",,,1.0,1.0,1.0,1,F,43.0,31.0,43.0,47.0,35.0,47.0,12.0,4.0,3,"model, actor/actress, singer",1,1,1,0,0,41.0262417,-73.6281964,40.6546145,-73.55941279999999,41.726199082645344
Margaret P. L. Pierce,1931-10-24,"Detroit, Michigan, U.S.",2010-04-05,"Danbury, Connecticut, U.S.",Jerry Minskoff​ ​,1971-01-01,,1.0,0.0,,1.0,,,,,,,,0,F,79.0,40.0,,,,,,,2,"model, actor/actress",0,1,0,1,0,42.331427,-83.0457538,,,
Janelle Marie Pierzina,1980-01-10,"Grand Rapids, Minnesota, U.S.",,,Jess DeSanto ​,2010-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,F,43.0,30.0,,,,,13.0,,1,model,0,1,0,0,0,47.2371658,-93.53021419999999,,,
Sasha Pieterse,1996-02-17,"Johannesburg, Gauteng, South Africa",,,Hudson Sheaffer ​,2018-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,F,27.0,22.0,,,,,5.0,,3,"model, actor/actress, singer",0,1,0,0,0,-26.2041028,28.0473051,,,
Manohara Odelia Manz,1992-02-28,"Jakarta, Indonesia",,,Tengku Muhammad Fakhry Petra​ ​,2008-01-01,2009-01-01,1.0,1.0,,0.0,,,,,,,,0,F,31.0,16.0,17.0,,,,1.0,,1,model,0,1,1,0,0,-6.2087634,106.845599,,,
Larsa Marie Younan,,,,,Scottie Pippen​ ​,1997-01-01,2021-01-01,1.0,1.0,4.0,0.0,,,,,,,,0,F,,,,,,,24.0,,1,model,0,1,1,0,0,,,,,
Pavlína Pořízková,1965-04-09,"Prostějov, Czechoslovakia",,,Ric Ocasek​ ​,1989-01-01,,1.0,0.0,2.0,1.0,,,,,,,,0,F,58.0,24.0,,,,,,,4,"musician, model, writers, actor/actress",0,1,0,0,0,49.4724489,17.1067513,,,
Whitney Eve Port,1985-03-04,"Los Angeles, California, U.S.",,,Tim Rosenman ​,2015-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,F,38.0,30.0,,,,,8.0,,1,model,0,1,0,0,0,34.0549076,-118.242643,,,
Natalie Hershlag,1981-06-09,Jerusalem,,,Benjamin Millepied ​,2012-01-01,,1.0,0.0,2.0,0.0,1977-06-10,"Bordeaux, France",,,1.0,0.0,2.0,1,F,42.0,31.0,,46.0,35.0,,11.0,4.0,2,"model, actor/actress",0,1,0,0,0,31.768319,35.21371,44.837789,-0.57918,3408.8886293031064
Victoria Syde Praver,1987-06-04,"San Diego, California, U.S.",,,Mark Burnbaum ​,2021-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,36.0,34.0,,,,,2.0,,1,model,0,1,0,0,0,32.715738,-117.1610838,,,
Jaime Elizabeth Pressly,1977-07-30,"Kinston, North Carolina, U.S.",,,Simran Singh​ ​,2009-01-01,2011-01-01,1.0,1.0,3.0,0.0,,,,,,,,0,F,46.0,32.0,34.0,,,,2.0,,2,"model, actor/actress",0,1,1,0,0,35.2626635,-77.5816353,,,
Kelly Kamalelehua Smith,1962-10-13,"Honolulu, Hawaii, U.S.",2020-07-12,"Clearwater, Florida, U.S.",Kevin Gaede,1985-01-01,1987-01-01,2.0,1.0,3.0,0.0,1959-05-26,"Wisconsin, U.S.",,,2.0,1.0,1.0,1,F,58.0,23.0,25.0,64.0,26.0,28.0,2.0,3.0,2,"model, actor/actress",1,1,1,1,0,21.3098845,-157.8581401,43.7844397,-88.7878678,6732.402667961284
Yvette Prieto,1978-03-26,Cuba,,,Michael Jordan​ ​,2013-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,45.0,35.0,,,,,10.0,,1,model,0,1,0,0,0,21.521757,-77.781167,,,
Gladys Pulitzer,1928-05-31,"New York City, U.S.",2011-10-28,"New York City, U.S.",David Frost Bartlett​ ​,1949-01-01,,2.0,1.0,4.0,1.0,,,,,,,,0,F,83.0,21.0,,,,,,,1,model,0,1,1,1,0,40.7127753,-74.0059728,,,
Jane Elizabeth Randall,1990-08-28,"Baltimore, Maryland",,,Dylan Trotzuk ​,2017-01-01,,1.0,0.0,,0.0,,,,,,,,0,F,33.0,27.0,,,,,6.0,,1,model,0,1,0,0,0,39.2903848,-76.6121893,,,
Melissa Ivy Rauch,1980-06-23,"Marlboro Township, New Jersey, U.S.",,,Winston Beigel ​,2007-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,43.0,27.0,,,,,16.0,,2,"model, actor/actress",0,1,0,0,0,40.3380949,-74.26872910000002,,,
Daphne Etta Maxwell,1948-07-13,"New York City, U.S.",,,Robert Tubbs​ ​,1968-01-01,1979-01-01,2.0,1.0,1.0,0.0,,,,,,,,0,F,75.0,20.0,31.0,,,,11.0,,2,"model, actor/actress",0,1,1,0,0,40.7127753,-74.0059728,,,
Carol Elizabeth Reiley,1982-08-30,"Flint, Michigan, U.S.",,,Andrew Yan-Tak Ng,2014-01-01,,1.0,0.0,,0.0,1976-04-18,United Kingdom,,,1.0,0.0,2.0,1,F,41.0,32.0,,47.0,38.0,,9.0,6.0,1,model,0,1,0,0,0,43.0125274,-83.6874562,55.378051,-3.435973,5651.369028645095
Casey Beau Reinhardt,1986-07-01,"Beverly Hills, California, U.S.",,,Sean Brown ​,2016-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,F,37.0,30.0,,,,,7.0,,1,model,0,1,0,0,0,34.0736204,-118.4003563,,,
Hilary Hollis Rhoda,1987-04-06,"Chevy Chase, Maryland, United States",,,Sean Avery​ ​,2015-01-01,2022-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,F,36.0,28.0,35.0,,,,7.0,,1,model,0,1,1,0,0,38.9949153,-77.0772052,,,
Brandi Alexis Reed,1983-06-23,"Canton, Michigan, U.S.",,,Cody Garrett Runnels,2013-01-01,,1.0,0.0,1.0,0.0,1985-06-30,"Marietta, Georgia, U.S.",,,1.0,0.0,1.0,1,F,40.0,30.0,,38.0,28.0,,10.0,2.0,1,model,0,1,0,0,0,44.3148443,-85.60236429999999,33.95260200000001,-84.5499327,1155.7697281434641
Denise Lee Richards,1971-02-17,"Downers Grove, Illinois, U.S.",,,Carlos Irwin Estévez,2002-01-01,2006-01-01,2.0,1.0,3.0,0.0,1965-09-03,"New York City, U.S.",,,3.0,3.0,5.0,0,F,52.0,31.0,35.0,58.0,37.0,41.0,4.0,6.0,4,"musician, model, writers, actor/actress",1,1,1,0,0,41.8089191,-88.01117459999999,40.7127753,-74.0059728,1175.6559992389741
Margaret Mary Rizer,1978-01-09,"New York City, U.S.",,,Alex Mehran ​,2010-01-01,,1.0,0.0,4.0,0.0,,,,,,,,0,F,45.0,32.0,,,,,13.0,,1,model,0,1,0,0,0,40.7127753,-74.0059728,,,
Julia Fiona Roberts,1967-10-28,"Smyrna, Georgia, U.S.",,,Lyle Lovett​ ​,1993-01-01,1995-01-01,2.0,1.0,3.0,0.0,,,,,,,,0,F,56.0,26.0,28.0,,,,2.0,,2,"model, actor/actress",0,1,1,0,0,33.8839926,-84.51437609999999,,,
Victoria Leigh Blum,1949-10-15,"New York City, New York, U.S.",2021-01-04,"Los Angeles, California, U.S.",Barry Roberts​ ​,1974-01-01,,1.0,0.0,,1.0,,,,,,,,0,F,72.0,25.0,,,,,,,2,"model, actor/actress",0,1,0,1,0,40.7127753,-74.0059728,,,
Sarah Christine Roemer,1984-08-28,"San Diego, California, U.S.",,,Chad Michael Murray ​,2015-01-01,,1.0,0.0,3.0,0.0,1981-08-24,"Buffalo, New York, U.S.",,,2.0,1.0,3.0,0,F,39.0,31.0,,42.0,34.0,,8.0,3.0,2,"model, actor/actress",0,1,0,0,0,32.715738,-117.1610838,42.88644679999999,-78.8783689,3513.814156867674
Kelly Rohrbach,1990-01-21,"New York City, U.S.",,,Steuart Walton ​,2019-01-01,,1.0,0.0,1.0,0.0,1981-01-01,"Bentonville, Arkansas, U.S.",,,1.0,0.0,1.0,1,F,33.0,29.0,,42.0,38.0,,4.0,9.0,1,model,0,1,0,0,0,40.7127753,-74.0059728,36.3723561,-94.21021410000002,1817.6385673409522
Rebecca Alie Romijn,1972-11-06,"Berkeley, California, U.S.",,,John Phillip Stamos,1998-01-01,2005-01-01,2.0,1.0,2.0,0.0,1963-08-19,"Cypress, California, U.S.",,,2.0,1.0,1.0,1,F,51.0,26.0,33.0,60.0,35.0,42.0,7.0,9.0,2,"model, actor/actress",1,1,1,0,0,37.8715226,-122.273042,33.8169366,-118.0368507,590.6629836017344
Annette Roque,1966-01-01,"Leeuwarden, Netherlands",,,Matthew Todd Lauer,1998-01-01,2019-01-01,1.0,1.0,3.0,0.0,1957-12-30,"New York City, U.S.",,,2.0,2.0,3.0,0,F,57.0,32.0,53.0,66.0,41.0,62.0,21.0,9.0,1,model,1,1,1,0,0,53.2012334,5.7999133,40.7127753,-74.0059728,5886.611016774609
Elettra-Ingrid Wiedemann,1983-07-26,"New York City, U.S.",,,James Marshall​ ​,2012-01-01,2015-01-01,2.0,1.0,2.0,0.0,,,,,,,,0,F,40.0,29.0,32.0,,,,3.0,,1,model,0,1,1,0,0,40.7127753,-74.0059728,,,
Missy Margera,1979-09-28,,,,Missy Rothstein​ ​,2007-01-01,2012-01-01,2.0,2.0,1.0,0.0,,,,,,,,0,F,44.0,28.0,33.0,,,,5.0,,2,"model, director",0,1,1,0,0,,,,,
Missy Rothstein,1979-09-28,,,,Missy Rothstein​ ​,2007-01-01,2012-01-01,2.0,2.0,1.0,0.0,,,,,,,,0,F,44.0,28.0,33.0,,,,5.0,,2,"model, director",0,1,1,0,0,,,,,
Roxanne Giles,1931-01-10,"Detroit, Michigan, U.S.",1989-02-22,"London, England",Aaron Chwatt,1947-01-01,1949-01-01,4.0,3.0,1.0,0.0,1919-02-05,"New York City, U.S.",2006-07-13,"Los Angeles, California, U.S.",3.0,2.0,2.0,1,F,58.0,16.0,18.0,87.0,28.0,30.0,2.0,12.0,2,"model, actor/actress",0,1,1,1,1,42.331427,-83.0457538,40.7127753,-74.0059728,773.3844254168638
Ernestine Jane Geraldine Russell,1921-06-21,"Bemidji, Minnesota, U.S.",2011-02-28,"Santa Maria, California, U.S.",Bob Waterfield​ ​,1943-01-01,1968-01-01,3.0,1.0,3.0,2.0,,,,,,,,0,F,90.0,22.0,47.0,,,,25.0,,2,"model, actor/actress",0,1,1,1,0,47.471573,-94.8826861,,,
Catherine Rosalind Russell,1907-06-04,"Waterbury, Connecticut, U.S.",1976-11-28,"Beverly Hills, California, U.S.",Frederick Brisson ​,1941-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,F,69.0,34.0,,,,,35.0,,3,"model, actor/actress, comedians",0,1,0,1,0,41.5581525,-73.0514965,,,
Rene Marie Russo,1954-02-17,"Burbank, California, U.S.",,,Daniel Christopher Gilroy,1992-01-01,,1.0,0.0,1.0,0.0,1959-06-24,"Santa Monica, California, U.S.",,,1.0,0.0,1.0,1,F,69.0,38.0,,64.0,33.0,,31.0,5.0,2,"model, actor/actress",0,1,0,0,0,34.1808392,-118.3089661,34.0194543,-118.4911912,24.567229157323297
Nia Temple Sanchez,1990-02-15,"Sacramento, California, U.S.",,,Daniel Paul Booko,2015-01-01,,1.0,0.0,3.0,0.0,1983-10-17,"Three Rivers, Michigan, U.S.",,,1.0,0.0,3.0,1,F,33.0,25.0,,40.0,32.0,,8.0,7.0,1,model,1,1,0,0,0,38.5815719,-121.4943996,41.9439368,-85.632493,3043.4209450673457
Adam Richard Sandler,1966-09-09,"New York City, U.S.",,,Jackie Titone ​,2003-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,57.0,37.0,,,,,20.0,,3,"model, actor/actress, comedians",0,1,0,0,0,40.7127753,-74.0059728,,,
Catya Sassoon,1968-09-03,"New York City, U.S.",2002-01-01,"Hollywood, Los Angeles, California, U.S.",Luca Scalisi​ ​,1984-01-01,1985-01-01,1.0,1.0,3.0,0.0,,,,,,,,0,F,34.0,16.0,17.0,,,,1.0,,2,"model, actor/actress",0,1,1,1,0,40.7127753,-74.0059728,,,
Sherri Michelle Saum,1974-10-01,"Dayton, Ohio, U.S.",,,Kamar de los Reyes ​,2007-01-01,,1.0,0.0,2.0,0.0,1967-11-08,"San Juan, Puerto Rico",,,1.0,0.0,3.0,1,F,49.0,33.0,,56.0,40.0,,16.0,7.0,2,"model, actor/actress",0,1,0,0,0,39.7589478,-84.1916069,18.4670588,-66.1184593,2934.754945317958
Stassi Schroeder,1988-06-24,"New Orleans, Louisiana, U.S.",,,Beau Clark ​,2020-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,F,35.0,32.0,,,,,3.0,,2,"journalist, model",0,1,0,0,0,29.95106579999999,-90.0715323,,,
Izabela Dorota Skorupko,1970-06-04,"Białystok, Poland",,,Mariusz Czerkawski​ ​,1996-01-01,1998-01-01,3.0,2.0,2.0,0.0,,,,,,,,0,F,53.0,26.0,28.0,,,,2.0,,2,"model, actor/actress",0,1,1,0,0,53.13248859999999,23.1688403,,,
Ashley Scott,1977-07-13,"Metairie, Louisiana, U.S.",,,Anthony Rhulen​ ​,2004-01-01,2008-01-01,2.0,2.0,2.0,0.0,,,,,,,,0,F,46.0,27.0,31.0,,,,4.0,,2,"model, actor/actress",0,1,1,0,0,29.9840922,-90.1528519,,,
Laura Bambrough,1964-04-28,"Salt Lake City, Utah, U.S.",2014-03-17,"New York City, U.S.",Andrew Ladsky​ ​,1990-01-01,1993-01-01,2.0,2.0,,0.0,,,,,,,,0,F,50.0,26.0,29.0,,,,3.0,,1,model,0,1,1,1,0,40.7607793,-111.8910474,,,
Concetta Sellecchia,1955-05-25,"New York City, U.S.",,,Gil Gerard​ ​,1979-01-01,1987-01-01,2.0,1.0,2.0,0.0,1943-01-23,"Little Rock, Arkansas, U.S.",,,1.0,,1.0,0,F,68.0,24.0,32.0,80.0,36.0,44.0,8.0,12.0,2,"model, actor/actress",0,1,1,0,0,40.7127753,-74.0059728,34.7444618,-92.2880157,1735.1534485338145
Joan Marie Severance,1958-12-23,"Houston, Texas, U.S",,,Eric Milan​ ​,1977-01-01,1984-01-01,1.0,1.0,,0.0,,,,,,,,0,F,65.0,19.0,26.0,,,,7.0,,2,"model, actor/actress",0,1,1,0,0,29.7604267,-95.3698028,,,
Chloe Stevens Sevigny,1974-11-18,"Springfield, Massachusetts, U.S.",,,Siniša Mačković ​,2020-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,F,49.0,46.0,,,,,3.0,,2,"model, actor/actress",0,1,0,0,0,42.1014831,-72.589811,,,
Nancy Sexton,1969-07-08,"Ragersville, Ohio",,,Tim Sexton  ​,2010-01-01,,1.0,0.0,,0.0,1949-07-17,"Buffalo, NY",,,,,,0,F,54.0,41.0,,74.0,61.0,,13.0,20.0,1,model,0,1,0,0,0,40.4525657,-81.6262347,42.88644679999999,-78.8783689,353.98757047017284
